cow_id,age,breed,feed_quantity,temperature,humidity,lactation_stage,milk_yield
ec27cb10,2,Guernsey,15.37,21.96,70.21,46,20.46
1cf55ff1,6,Holstein,21.43,45.0,57.62,46,16.95
00466f15,3,Holstein,25.76,23.57,47.93,319,26.56
9ae137ae,10,Guernsey,17.11,13.4,73.44,85,16.9
3b36112e,6,Holstein,23.31,2.71,53.44,200,32.84
307c2c41,5,Holstein,25.01,18.35,58.35,112,38.29
8e249c1d,2,Holstein,23.14,20.02,58.66,206,30.2
ae96cecf,10,Holstein,23.37,24.29,55.48,250,22.12
27a70a6d,10,Guernsey,16.88,8.61,85.98,187,17.26
487c46b5,6,Holstein,17.88,25.1,39.12,301,20.76
9f7f3b25,2,Jersey,21.12,30.82,61.23,89,15.92
fcb7fe6c,3,Holstein,24.07,25.11,59.8,83,28.8
9cd97eff,10,Holstein,21.94,29.6,47.99,240,21.55
ab414fad,9,Holstein,14.99,20.69,28.17,353,18.92
f79b49e2,7,Jersey,12.91,11.95,45.95,300,17.79
158807de,9,Jersey,15.59,28.47,58.19,163,17.65
29fa4520,6,Guernsey,14.72,14.69,50.89,198,19.89
2dff6d25,4,Holstein,23.42,22.69,58.01,365,24.74
248f0b0e,9,Holstein,20.21,26.08,76.84,150,24.78
37db0661,5,Jersey,21.52,32.34,78.6,169,17.39
92491765,6,Holstein,23.81,30.35,88.12,322,17.79
664b3b8c,3,Holstein,21.13,26.92,46.89,297,21.45
a0641415,2,Holstein,20.76,32.81,85.29,263,20.3
4918a0b1,4,Holstein,26.03,28.73,52.89,25,28.94
ba3f549f,5,Jersey,16.28,9.31,54.52,113,25.99
cca1b932,3,Jersey,18.34,13.95,50.51,138,21.78
739a340e,3,Holstein,24.9,9.68,42.28,350,22.9
b3e28520,9,Jersey,17.96,30.21,45.43,40,16.17
f4e183ff,3,Holstein,24.57,26.86,45.57,116,30.37
01724ec6,6,Holstein,22.78,23.32,63.03,205,29.5
99123763,9,Holstein,27.7,10.79,65.31,300,22.97
0f5c2afd,3,Jersey,18.75,16.46,41.16,74,24.94
24fbc723,4,Guernsey,13.83,12.34,66.9,136,18.22
3c347b94,3,Jersey,20.22,5.77,64.56,325,19.08
4123f3cc,9,Holstein,29.64,15.27,50.99,224,29.14
5370e95f,2,Jersey,11.68,36.44,84.24,129,9.49
64cb67e0,5,Holstein,27.93,23.57,45.18,46,39.95
69976ccf,5,Holstein,20.77,11.08,83.68,355,28.62
8af484c0,10,Holstein,24.97,22.99,70.05,84,25.8
771a2044,6,Holstein,22.5,0.41,34.43,230,33.26
57922d84,6,Holstein,24.82,41.97,43.75,13,14.07
75af9eaf,8,Jersey,19.55,22.31,59.12,103,20.47
21e1832b,5,Jersey,14.33,18.49,75.74,121,24.69
b0d9fa2c,9,Holstein,29.42,6.39,52.94,391,19.86
eab0b4d2,5,Holstein,15.31,38.46,78.67,139,14.02
948cd8fe,3,Holstein,31.02,18.28,26.42,233,31.46
0b8043dc,2,Holstein,23.88,13.23,69.52,230,27.41
04e17e74,10,Holstein,26.66,20.06,52.33,85,27.69
6565378c,4,Holstein,21.62,42.46,69.3,161,18.88
42e5002b,10,Jersey,19.1,10.5,61.26,35,16.08
923d1bc7,10,Jersey,19.21,2.28,89.05,50,19.13
d6b505d3,10,Holstein,26.24,18.42,45.94,219,24.96
05bf185b,9,Holstein,29.06,29.32,81.42,161,19.95
25e0055c,2,Jersey,17.69,26.33,84.21,237,16.52
c042e664,7,Holstein,20.34,28.31,49.36,284,20.49
98aded31,9,Jersey,22.14,33.03,60.57,398,10.52
d9af4e13,4,Holstein,21.91,20.67,59.69,85,36.15
84324740,8,Holstein,23.08,41.43,41.49,153,13.0
933d934f,5,Holstein,22.77,30.36,45.59,223,28.54
2fe18380,6,Jersey,14.1,9.32,30.51,391,14.86
728e2c07,7,Holstein,20.83,15.07,71.98,335,24.0
bbb8e940,3,Holstein,19.69,12.03,56.74,32,31.11
b2ef3e82,10,Jersey,20.36,39.41,62.39,254,9.05
34464781,4,Jersey,17.1,18.2,42.77,21,21.1
bf51ed56,6,Holstein,26.86,22.68,37.3,271,33.3
9d89099c,2,Holstein,25.15,33.61,64.41,253,18.72
098d755f,2,Holstein,22.26,27.83,72.25,355,16.89
8a7fd651,8,Holstein,26.64,21.15,100.0,184,30.48
95b651b7,4,Jersey,13.61,21.25,74.18,356,13.53
773ac735,9,Holstein,24.59,23.58,71.19,58,28.04
ab90be88,2,Holstein,22.11,34.38,68.73,80,21.07
9ccf2a6d,4,Jersey,17.99,37.73,57.93,108,11.79
b2c9b86d,10,Holstein,23.72,29.39,42.31,344,17.99
b0f3ecc1,8,Holstein,21.19,30.83,49.83,221,22.38
b07b2860,7,Holstein,29.97,20.58,34.07,356,26.57
04e17e74,10,Holstein,24.15,15.07,54.15,281,23.51
f871a6bd,5,Holstein,21.11,9.15,30.12,161,37.03
3534b445,7,Guernsey,11.61,22.5,90.55,144,12.94
edcc1814,6,Guernsey,14.92,23.49,69.93,49,20.37
22ce2131,8,Jersey,15.38,20.55,67.45,207,18.43
fd84a170,3,Jersey,13.07,20.36,50.91,231,17.85
d28fcba5,7,Holstein,23.92,25.4,59.29,356,20.95
db9845a0,9,Jersey,14.98,39.99,43.92,301,10.25
a5bab307,4,Jersey,15.66,5.17,62.95,130,24.12
6c6840da,2,Jersey,14.15,26.96,71.92,389,11.85
ea50c44e,4,Jersey,21.36,3.84,74.65,67,25.57
d609093b,10,Holstein,24.81,6.75,68.92,333,20.83
ff0e3cc5,9,Holstein,24.12,12.62,69.8,116,30.12
75d57ed2,4,Holstein,28.24,30.32,56.86,339,21.97
2bc2fb50,8,Holstein,23.87,19.4,56.78,3,23.52
b699435f,4,Holstein,20.87,20.04,51.08,253,27.54
608e7379,10,Guernsey,15.19,26.66,39.65,326,11.63
71a386ab,6,Guernsey,14.71,25.06,58.48,188,16.08
c3586ea4,2,Holstein,23.47,27.4,62.89,19,25.09
c88be577,8,Jersey,22.05,-10.0,66.34,314,16.37
bec88bf6,8,Holstein,29.21,10.08,80.26,343,24.34
2c0d6bde,8,Jersey,18.09,30.05,69.63,289,13.05
ece17d99,6,Holstein,16.88,19.63,72.51,267,25.84
da3bfb7c,3,Holstein,23.23,34.21,56.69,50,24.21
972c1fa0,8,Jersey,14.5,23.09,54.9,112,18.43
1987466a,3,Holstein,30.16,13.15,50.01,239,29.81
059f2c88,6,Guernsey,18.62,23.28,20.0,321,19.1
5d5d4c72,7,Holstein,24.52,21.02,48.62,190,30.55
2c4ff69f,3,Jersey,15.96,18.51,20.0,350,15.39
b1ec83cd,10,Jersey,18.34,28.74,55.87,170,13.8
06b50331,8,Jersey,18.61,6.47,77.42,11,17.65
5efcaa06,6,Holstein,21.29,22.48,46.47,216,30.58
61f76f2f,5,Holstein,24.34,12.14,55.19,296,29.99
0711979e,3,Holstein,22.39,21.43,73.5,334,22.73
27cb4136,3,Holstein,25.98,12.15,71.99,46,33.49
fafb9efc,4,Holstein,21.25,8.75,60.55,110,33.25
aac5161d,10,Holstein,23.82,21.16,41.94,277,21.48
aa77f4e0,4,Holstein,23.37,22.34,52.15,394,23.58
114f9c6c,5,Holstein,19.59,24.32,79.79,175,31.14
4544d735,8,Holstein,17.13,22.92,58.91,113,25.68
2aeb49a7,5,Holstein,28.37,17.9,50.91,135,38.33
210baaa1,9,Holstein,22.68,25.93,43.94,390,19.67
5d5d4c72,7,Holstein,24.18,19.52,72.81,121,33.77
9d4d1ac3,2,Holstein,20.55,18.74,46.33,4,22.86
3f010294,7,Holstein,23.8,38.64,66.22,134,16.6
bba15172,6,Holstein,22.08,42.44,51.15,30,15.39
b8862656,10,Jersey,12.0,15.29,67.78,376,9.29
58003dbb,2,Holstein,23.28,10.78,64.85,210,25.57
39d06cb9,5,Holstein,20.39,17.11,60.74,218,31.32
25da42f9,3,Jersey,20.88,17.22,66.72,387,17.32
c2993349,6,Jersey,18.87,20.15,71.3,212,23.01
c661564c,5,Jersey,18.51,9.89,62.02,363,19.64
edd64f53,5,Holstein,27.17,5.79,53.93,369,27.43
2c720d0f,4,Holstein,22.49,7.98,26.58,34,35.66
76d0849f,7,Holstein,25.13,12.59,78.77,254,30.37
4e4ba70c,5,Jersey,16.81,16.39,74.58,249,25.24
8d3cc66a,7,Holstein,29.28,19.71,59.25,164,36.46
0d607dee,4,Holstein,28.3,23.78,91.97,236,27.3
f8eadef8,7,Jersey,16.82,11.9,64.3,323,14.77
23ef4313,5,Jersey,18.62,23.19,51.76,55,26.37
4766f875,6,Holstein,23.41,42.62,46.58,181,17.66
010e6907,3,Holstein,17.94,20.84,42.83,308,21.98
2e7268b4,8,Jersey,12.54,14.83,62.44,164,20.03
6e16c23e,7,Holstein,22.12,32.85,67.53,392,16.05
8d6688c8,3,Jersey,18.46,29.12,41.02,114,20.28
2a167c4c,2,Jersey,22.27,17.01,61.3,256,20.69
036221dc,9,Jersey,15.0,17.83,70.36,164,20.28
e89cdca3,10,Jersey,17.64,14.8,71.83,171,18.81
7ffe96c7,5,Jersey,18.84,21.16,45.87,116,26.39
835e2323,7,Holstein,32.46,21.89,32.51,214,34.05
c3586ea4,2,Holstein,17.81,7.18,66.35,360,20.3
f9012033,4,Holstein,25.56,38.62,67.99,124,15.2
12e3673b,7,Holstein,26.94,8.49,60.94,357,24.6
c2993349,6,Jersey,15.74,17.09,76.65,152,23.47
4918a0b1,4,Holstein,23.04,24.11,59.04,343,25.1
15b126d2,8,Holstein,24.08,6.77,52.38,339,26.26
e07ae2e6,2,Jersey,15.41,8.82,55.14,73,18.1
7a312f21,3,Holstein,23.84,22.2,50.76,303,24.36
34464781,4,Jersey,21.87,17.1,31.57,307,18.5
6541b993,8,Holstein,20.94,31.4,41.33,278,21.91
4a1bed79,8,Holstein,27.33,31.85,31.89,140,25.07
f95ba31f,7,Guernsey,18.23,20.62,61.38,169,18.13
c08a88a5,3,Holstein,23.69,26.84,59.21,101,30.27
c39de43c,7,Guernsey,13.33,17.11,64.94,160,19.84
7a312f21,3,Holstein,24.52,13.45,61.93,191,31.65
7ea14c94,3,Guernsey,11.36,18.82,41.11,68,20.9
f0ce6f53,9,Guernsey,17.3,22.15,59.92,300,12.4
b5332e66,2,Holstein,24.32,8.66,57.49,280,26.25
757d0f76,8,Holstein,23.59,18.54,35.89,399,20.26
1a1365ce,3,Guernsey,19.96,12.94,55.22,302,17.77
c8d1a788,5,Jersey,22.38,10.45,72.13,366,19.45
f0ce6f53,9,Guernsey,18.94,15.7,84.48,163,16.77
9dc75e0d,10,Holstein,27.56,17.11,63.8,273,23.59
194b7a00,7,Holstein,24.44,31.11,60.31,214,20.71
0f00ac00,5,Jersey,20.5,17.61,74.67,331,17.61
48d3d936,6,Jersey,16.37,25.32,38.6,31,20.03
3f4c9ae2,3,Holstein,27.23,26.55,51.67,314,23.07
7bcb386f,8,Holstein,21.07,24.15,47.61,267,24.71
d6987e9a,2,Jersey,17.41,20.13,70.12,87,19.47
b8862656,10,Jersey,17.05,35.01,89.93,273,7.61
9442f3b8,2,Jersey,15.96,6.01,46.9,196,21.56
1eb359e9,9,Holstein,23.64,21.15,47.79,126,32.17
88fbc8b7,10,Jersey,23.35,19.88,64.79,361,12.78
c28b63bf,7,Guernsey,21.41,22.29,53.35,124,20.02
0e1b2171,9,Holstein,21.57,14.63,26.13,311,23.33
0d684075,2,Holstein,26.92,19.29,32.57,42,33.21
25293809,8,Holstein,26.0,20.5,54.84,267,26.25
4be509d8,2,Holstein,21.39,9.76,48.79,299,26.4
bf90c838,8,Holstein,22.41,35.26,68.2,164,21.65
a9f685f1,6,Jersey,14.48,11.86,88.25,25,20.34
5bb82a18,8,Jersey,20.75,28.72,75.35,351,9.9
af5cd8c5,8,Holstein,28.58,17.78,50.34,208,27.08
914e24fb,10,Holstein,25.86,31.23,70.67,306,14.91
a3503119,3,Jersey,14.24,6.47,57.12,358,15.44
f206888b,10,Holstein,22.85,29.48,39.67,146,25.06
8c32c618,5,Holstein,18.04,31.39,47.65,41,29.42
d2fe08ff,2,Holstein,26.56,31.78,81.0,334,16.45
c8d1a788,5,Jersey,17.73,27.52,61.74,248,20.6
c042e664,7,Holstein,19.2,16.5,55.19,350,23.25
241fa2c6,4,Holstein,27.73,30.87,66.05,67,25.6
da3bfb7c,3,Holstein,28.37,41.21,56.03,359,12.05
11b19330,7,Holstein,25.51,-10.0,62.47,193,32.28
9f3007ae,9,Jersey,17.8,14.2,75.14,63,22.0
2978e22c,9,Holstein,23.85,22.16,60.83,121,26.9
753d360b,4,Guernsey,12.79,31.0,58.12,184,12.36
e6bb6da2,9,Holstein,20.07,35.34,89.41,336,9.71
fc773bd4,10,Holstein,24.19,43.94,43.61,54,11.91
090c6a23,6,Jersey,20.79,26.58,40.67,127,23.73
7e8707b8,3,Holstein,22.85,13.57,37.99,144,31.35
30ea8029,6,Holstein,24.81,8.89,59.52,77,36.23
7113e7b2,5,Holstein,23.75,24.88,50.26,189,32.55
08a31ef2,6,Holstein,19.98,22.45,71.26,273,25.69
198357aa,4,Jersey,14.08,35.65,65.36,68,14.55
6c6840da,2,Jersey,17.04,22.93,89.19,131,18.25
ed8d2ec5,9,Guernsey,17.48,25.74,54.04,96,16.77
12e3673b,7,Holstein,24.87,2.29,71.51,129,33.04
6201b548,2,Holstein,28.49,17.48,64.17,331,26.31
f206888b,10,Holstein,24.72,6.93,60.85,93,31.81
fafb9efc,4,Holstein,29.45,10.92,85.91,165,35.46
2d243b63,4,Holstein,29.84,33.2,45.6,358,19.35
791dcc7e,7,Holstein,29.68,36.54,67.21,183,17.19
cf23f56d,3,Guernsey,22.99,30.15,64.26,145,16.57
53dc4c0c,4,Holstein,20.0,5.66,68.45,305,27.31
0430c149,3,Holstein,25.23,18.54,58.29,278,27.44
2a167c4c,2,Jersey,17.06,19.33,57.37,348,15.33
502963bc,8,Jersey,21.54,17.83,83.01,162,21.85
55dc17b6,3,Holstein,22.16,9.76,45.38,228,27.98
307c2c41,5,Holstein,25.06,20.78,62.31,238,34.4
4dcbdf6a,5,Holstein,22.71,18.17,56.33,377,25.29
f304f500,8,Holstein,21.45,22.42,93.24,20,27.32
c64367dc,7,Holstein,24.79,13.3,44.56,264,27.13
7a885d64,10,Holstein,24.82,36.36,64.21,183,20.09
b8862656,10,Jersey,19.0,29.27,40.29,215,14.82
46e8e76a,4,Holstein,20.05,22.18,52.55,27,28.46
7a38dd6e,8,Jersey,15.9,31.99,58.03,347,11.39
e414f9be,5,Guernsey,17.62,9.53,60.18,380,17.63
1bababba,6,Holstein,24.16,10.49,62.66,317,27.76
5370e95f,2,Jersey,14.1,15.22,60.65,398,12.7
44405761,3,Holstein,21.24,18.19,49.31,370,25.4
952e34f1,6,Holstein,25.27,18.81,52.24,29,35.34
454a94a8,6,Holstein,20.39,22.64,46.29,221,29.26
13c2781d,2,Holstein,27.84,5.4,67.75,326,25.91
b0113176,8,Holstein,19.76,10.1,65.3,390,21.08
34477b46,7,Holstein,25.22,3.22,63.95,369,24.07
f529d112,3,Holstein,27.93,30.33,65.32,109,25.81
ae96cecf,10,Holstein,23.69,26.55,66.47,203,22.41
a3ef6cb1,2,Holstein,21.96,15.22,52.43,190,27.25
7ffe96c7,5,Jersey,17.93,36.47,42.61,374,15.58
7d309052,7,Holstein,25.19,12.72,47.04,269,28.34
042e8847,7,Holstein,23.66,21.75,90.08,86,31.54
8d3cc66a,7,Holstein,25.76,23.92,84.64,134,29.93
dba44c0b,9,Holstein,20.46,9.06,67.18,213,25.51
42098bc8,6,Holstein,26.27,17.61,58.29,300,28.75
e4c57e0e,10,Guernsey,19.62,16.12,48.7,241,14.78
ed8d2ec5,9,Guernsey,19.18,30.77,48.28,105,16.87
2d243b63,4,Holstein,17.77,25.43,51.22,99,26.28
9c516ffd,8,Jersey,18.73,20.01,70.76,89,20.3
70cb2957,9,Jersey,15.6,21.57,52.9,233,17.41
b98ac497,10,Jersey,16.55,18.79,47.42,57,19.22
635756e6,5,Holstein,24.75,23.47,77.72,286,26.64
52c5e841,3,Jersey,21.48,7.73,57.75,393,18.56
618ab870,10,Guernsey,17.09,24.66,73.07,353,10.44
9abb976f,7,Jersey,15.01,16.2,47.31,204,21.38
570fc171,10,Jersey,15.45,26.15,69.12,296,13.32
d6b1c605,8,Jersey,19.72,8.95,71.14,361,16.81
b98ac497,10,Jersey,18.22,30.28,68.19,94,13.58
164d2568,5,Holstein,30.45,11.49,73.36,195,36.29
6e16c23e,7,Holstein,26.72,29.41,60.7,116,27.63
db717798,2,Holstein,18.03,9.59,84.35,58,28.36
8f3a83b3,2,Jersey,18.44,13.02,44.19,354,16.38
24fbc723,4,Guernsey,22.36,16.05,32.32,195,18.52
1b724b02,9,Holstein,26.79,7.34,62.08,105,31.21
c5310ff5,10,Holstein,21.18,40.05,50.76,176,14.6
7de83a28,6,Holstein,28.07,9.89,54.83,231,32.02
0bda32d1,4,Guernsey,16.77,20.61,60.17,300,17.61
41eb970d,3,Jersey,16.8,24.7,31.32,44,22.67
e4087503,4,Holstein,24.21,5.33,29.67,163,37.56
1f408383,3,Holstein,24.51,23.54,73.5,218,30.29
53478edb,6,Guernsey,19.36,15.39,46.45,214,17.43
aa1a2c60,9,Jersey,18.64,20.76,75.76,211,16.46
389ec078,10,Holstein,24.98,16.56,44.06,326,19.88
f79b49e2,7,Jersey,12.99,30.84,63.73,278,13.37
8e19cf6e,7,Jersey,17.72,12.61,42.68,355,16.38
b1737eb6,4,Holstein,25.41,25.18,64.35,64,32.73
d84754ca,8,Holstein,29.69,23.45,50.94,373,23.85
955458f8,2,Guernsey,17.34,7.49,46.66,178,17.94
8b6e24cb,2,Holstein,23.98,16.47,57.78,100,32.77
35e53e3c,3,Holstein,23.29,26.56,56.93,384,19.13
e58a535e,6,Holstein,19.03,7.89,43.35,133,30.46
010e6907,3,Holstein,23.36,-4.37,70.24,103,31.55
0650b430,9,Holstein,27.55,14.63,73.85,290,26.48
90e68234,6,Holstein,14.77,21.16,84.57,388,19.73
63d9dbb2,2,Holstein,24.59,31.86,65.12,246,19.07
3f4c9ae2,3,Holstein,29.52,17.09,80.17,275,33.1
37d37ca2,9,Holstein,22.23,17.85,65.36,227,26.58
ef44d923,2,Jersey,13.78,27.48,46.6,377,10.45
22070569,3,Holstein,23.52,22.64,63.49,44,31.05
cc50d896,5,Holstein,22.89,19.7,70.1,383,26.03
a2a93d4a,9,Jersey,18.67,17.75,82.75,95,22.7
1952353a,4,Guernsey,20.31,18.74,85.61,351,15.28
3b3eb8f5,4,Jersey,16.99,9.5,76.05,32,22.46
e163dc13,4,Holstein,26.22,-6.39,30.06,55,37.61
06f2e30e,8,Guernsey,23.46,16.87,54.65,54,21.32
1a1365ce,3,Guernsey,18.82,17.82,73.98,391,15.04
ece17d99,6,Holstein,23.89,22.68,76.33,188,32.0
9878f2b7,3,Holstein,22.36,27.96,50.66,91,26.45
b05ca9e6,7,Holstein,26.18,23.82,42.72,24,30.65
7ba386ea,6,Jersey,17.84,18.16,50.39,307,19.86
aa77f4e0,4,Holstein,20.66,13.93,65.3,75,33.78
e062e9e2,6,Jersey,17.99,32.14,70.94,227,15.65
829a147d,3,Holstein,24.06,14.97,77.92,144,33.15
14872438,9,Holstein,19.09,12.55,43.57,284,22.05
f499d8c1,9,Holstein,23.31,17.15,58.11,205,26.61
6b7ca0ac,2,Holstein,23.28,20.25,41.74,126,30.47
3c440596,7,Holstein,20.83,12.77,55.54,356,24.78
7a4fdf14,2,Holstein,23.33,29.47,43.45,49,25.17
32af7064,9,Jersey,15.09,26.1,56.65,52,14.8
d6fa11ef,10,Holstein,22.44,14.33,58.21,225,23.48
651ad7a8,8,Holstein,21.03,13.56,72.4,276,25.41
ece17d99,6,Holstein,21.09,18.19,65.95,263,28.27
0b8043dc,2,Holstein,25.44,27.16,61.58,181,25.44
2425e0a7,5,Holstein,21.59,15.52,61.64,204,32.58
fbb1f917,6,Holstein,22.1,16.78,59.82,32,33.62
95f1f86c,2,Holstein,18.54,12.98,71.91,274,21.85
d965f27a,4,Holstein,25.69,19.09,79.67,19,34.67
f35e15cc,6,Holstein,19.85,30.99,54.39,316,15.36
b07b2860,7,Holstein,24.74,26.03,80.18,72,30.15
210baaa1,9,Holstein,23.67,12.08,35.8,113,29.2
85596f79,7,Holstein,24.0,13.26,65.12,45,33.55
52326c4d,4,Holstein,32.1,25.05,60.26,148,35.39
4a1bed79,8,Holstein,25.72,21.06,32.53,154,27.34
9de5c7b2,7,Jersey,17.95,27.27,43.06,299,17.51
a1faf63a,5,Holstein,21.77,19.44,49.07,153,35.46
b71c5601,8,Jersey,11.36,11.22,58.11,84,20.53
ea50c44e,4,Jersey,21.38,4.0,75.05,204,22.65
694ae34b,3,Jersey,16.03,16.77,52.01,174,21.09
4918a0b1,4,Holstein,22.6,31.72,66.57,18,23.1
4e113777,9,Holstein,22.68,14.14,81.84,56,27.63
45cd2f60,9,Holstein,20.85,22.67,81.13,369,18.21
64f6fbe3,2,Holstein,28.48,8.37,60.68,16,30.73
8a7fd651,8,Holstein,28.06,24.66,65.82,126,29.25
7dfec435,6,Holstein,28.2,35.87,49.81,325,20.25
21555d0f,2,Jersey,14.32,13.97,52.69,110,19.17
6661df7e,6,Holstein,28.18,29.28,70.16,92,27.03
f79b49e2,7,Jersey,20.97,19.68,85.88,7,23.17
88203bf6,3,Holstein,23.85,2.09,76.25,393,21.98
d84754ca,8,Holstein,21.03,13.91,57.78,174,28.73
2cae9121,2,Jersey,16.35,11.95,46.4,204,19.74
64cb67e0,5,Holstein,26.31,32.01,72.68,151,24.71
3c440596,7,Holstein,24.68,14.12,39.32,169,32.56
d8ecbea7,7,Guernsey,22.6,30.29,81.31,246,12.71
95da4d5e,3,Jersey,19.84,23.12,46.88,210,23.39
2ef76f85,8,Holstein,28.9,33.09,49.56,179,21.16
a7af0dc9,10,Holstein,28.38,31.13,79.97,107,21.83
3ccb8b8c,9,Jersey,18.63,20.66,52.71,197,16.35
a80444be,7,Holstein,24.48,22.87,73.82,100,35.39
c7970195,5,Holstein,24.78,28.09,64.59,230,29.1
06f2e30e,8,Guernsey,22.66,12.69,44.82,42,23.19
0217b55f,7,Holstein,25.66,14.34,63.64,64,34.19
8f3a83b3,2,Jersey,18.78,4.81,53.91,58,21.61
693a13f4,5,Jersey,17.47,24.47,56.95,274,17.77
21a8fae3,2,Holstein,28.6,8.45,32.51,257,29.18
6c86152d,5,Holstein,23.39,16.63,59.92,148,36.68
fbb7dfb0,10,Holstein,24.18,2.87,64.91,378,21.25
a9425b95,6,Holstein,25.37,15.48,50.23,207,33.38
0b3cb175,8,Holstein,25.39,13.39,39.44,198,28.88
0d684075,2,Holstein,18.01,26.96,86.99,167,22.36
ac55b69e,5,Jersey,13.6,31.19,64.74,30,13.63
0487ea2c,5,Guernsey,24.2,16.28,58.76,152,22.64
241fa2c6,4,Holstein,25.77,42.0,54.05,57,18.5
2978e22c,9,Holstein,31.55,-2.45,61.94,185,30.52
42e5002b,10,Jersey,19.59,18.18,54.24,73,20.1
3f4a1a92,8,Guernsey,13.4,9.26,76.68,122,17.17
21555d0f,2,Jersey,20.0,9.9,56.21,98,25.59
7ffe96c7,5,Jersey,14.57,17.46,46.75,105,22.6
3929e22c,4,Holstein,28.57,33.43,44.49,308,19.53
ce94048a,9,Holstein,31.09,11.91,53.54,44,34.58
6e8d0a9f,2,Holstein,20.67,26.06,47.34,364,18.91
101573f9,2,Holstein,28.41,26.63,41.08,390,19.41
4bfe185c,7,Holstein,28.69,25.41,77.73,396,21.68
88c610ee,5,Holstein,20.48,15.74,64.13,383,23.18
bb7eb191,3,Holstein,23.38,15.7,64.5,285,28.26
42098bc8,6,Holstein,22.81,22.87,41.87,276,28.04
1bababba,6,Holstein,25.62,31.53,83.23,271,19.13
c661564c,5,Jersey,13.49,16.49,50.56,105,20.78
f3ccddbc,9,Holstein,22.28,37.83,69.32,386,10.21
00d1228d,7,Jersey,22.84,7.82,66.5,295,21.41
c005a9ad,4,Holstein,23.09,16.81,61.36,158,32.66
8c8c3049,5,Holstein,18.35,14.5,49.97,146,32.45
aeed3999,2,Jersey,15.87,32.13,57.16,59,12.19
651ad7a8,8,Holstein,27.39,26.72,44.79,261,21.43
2e6a0357,9,Jersey,10.51,20.58,48.76,6,14.56
bbb8e940,3,Holstein,24.99,32.6,82.8,354,16.38
d06a002d,10,Holstein,26.31,34.07,38.8,87,24.31
6ef5c9dc,3,Jersey,20.03,25.47,64.75,361,14.71
ca6d54b1,6,Jersey,14.27,25.93,49.01,154,18.55
2ff6c477,2,Holstein,24.41,38.2,41.0,141,21.79
7c5f7df8,7,Holstein,25.27,20.38,67.58,352,23.48
231b4e55,5,Holstein,25.93,21.22,63.58,388,25.12
41c60422,2,Jersey,15.74,13.17,69.57,275,20.86
9c516ffd,8,Jersey,16.64,14.95,60.14,85,23.44
d2fe08ff,2,Holstein,25.21,13.09,54.41,202,27.74
098d755f,2,Holstein,22.75,14.04,45.48,185,29.49
248f0b0e,9,Holstein,22.36,15.4,85.17,272,23.65
90a39646,4,Holstein,23.75,20.41,69.73,323,29.76
b335fc9f,3,Holstein,19.48,26.07,42.17,193,23.83
ba0770ff,5,Jersey,20.21,22.3,54.98,92,28.08
2242c744,2,Holstein,24.44,17.42,40.54,118,31.95
15566bfe,2,Holstein,18.62,17.75,51.22,54,31.05
8b6e24cb,2,Holstein,22.07,32.53,95.77,234,20.53
f3b79158,9,Holstein,20.85,29.4,60.75,1,13.8
0bcd7a39,3,Holstein,20.87,2.0,57.19,121,31.98
68801937,3,Holstein,23.69,30.6,74.34,23,22.58
f47027f0,2,Jersey,13.19,28.34,54.36,218,12.31
c3b80014,7,Holstein,25.7,16.48,81.44,189,33.1
a95d97bf,9,Jersey,17.93,36.08,56.19,117,14.01
37d75728,10,Holstein,26.77,-2.45,55.54,271,25.61
d505f8c3,7,Holstein,24.56,32.57,31.55,287,21.27
dc7fe98d,8,Guernsey,21.73,20.39,43.39,200,16.83
753d360b,4,Guernsey,13.65,8.71,52.18,98,21.02
3611f42a,2,Holstein,20.43,24.78,57.39,292,20.05
febbd95a,6,Guernsey,17.22,37.6,69.17,350,8.87
f49d53e2,10,Holstein,27.09,20.16,61.21,6,23.64
2fe18380,6,Jersey,19.16,22.81,28.76,201,23.63
a449e0d5,5,Holstein,25.35,24.09,53.96,33,33.46
e062e9e2,6,Jersey,17.2,24.17,59.62,287,17.86
ff0e3cc5,9,Holstein,26.79,18.13,36.73,100,34.17
238e839e,10,Jersey,16.79,7.77,75.62,206,17.05
d8341f03,5,Guernsey,22.91,13.4,65.72,386,17.19
0b3cb175,8,Holstein,21.81,9.93,64.96,100,32.14
af2b2e61,6,Jersey,15.51,19.68,57.34,379,16.16
2a131b4d,10,Holstein,23.31,27.69,55.55,164,22.56
0e1b2171,9,Holstein,24.56,24.65,65.37,242,23.88
c042e664,7,Holstein,26.87,10.4,49.7,245,30.55
15566bfe,2,Holstein,27.03,18.04,46.07,70,33.97
757d0f76,8,Holstein,23.99,10.39,67.09,346,23.29
651ad7a8,8,Holstein,26.31,28.3,73.99,152,27.63
6e8d0a9f,2,Holstein,23.5,10.1,54.62,232,26.88
93c8ce32,6,Holstein,24.36,45.0,57.44,184,15.1
952e34f1,6,Holstein,20.33,26.92,70.14,329,23.47
d3d4dd84,5,Guernsey,16.53,36.44,56.44,389,13.84
cfb6d73b,9,Holstein,25.18,25.96,59.39,279,21.74
5ef7ede3,10,Holstein,29.94,36.92,56.59,365,15.19
111ece9e,10,Holstein,24.79,31.44,61.05,116,17.04
618ab870,10,Guernsey,20.07,26.88,39.21,90,16.11
bc09acb0,6,Holstein,20.64,31.51,57.61,344,17.82
6990c15f,5,Holstein,31.12,14.33,72.58,295,32.91
